id,stage_name,full_name,date_of_birth,birthplace,group_id,country_id,gender,weight,height
54590,Kapntic,Kapitsa Pedantic,2004-2-20,Port Moresby ,63946,136,M,61,174
54591,Awearin,Gagarin Awesome,1997-5-26,Guatemala City,50786,69,M,60,174
54592,Flambler,Keller Flamboyant,2000-12-7,Buenos Aires,699,7,F,43,156
54593,Borkhani,Mirzakhani Boring,2003-8-23,Nassau,37275,12,M,55,181
54594,Strdall,Strange Goodall,1997-8-1,Bogota,67909,37,M,65,178
54595,Chatatic,Chatelet Ecstatic,2006-11-2,Warsaw,1666,140,M,58,184
54596,Ecstovsky,Ecstatic Zhukovsky,2005-11-27,Amman,35347,86,F,44,160
54597,Chting,Trusting Chaum,2001-11-12,Nicosia,88733,45,M,58,172
54598,Amalen,Amazing Allen,2007-11-17,Niamey,64775,128,F,54,158
54599,Fronell,Burnell Frosty,2000-12-10,Phnom Penh,95137,29,M,64,181
54600,Blacsy,Busy Blackburn,1998-9-23,Nairobi,17571,88,M,59,172
54601,Wileat,Upbeat Wilbur,1996-3-25,Rabat,25614,119,F,50,169
54602,Blisu,Wu Blissful,2007-6-25,San Salvador,47970,54,M,61,183
54603,Brahming,Brahmagupta Boring,2007-11-4,San Jose,82864,41,F,41,162
54604,Agitll,Agitated Bell,2005-3-17,Montevideo,86426,188,M,57,185
54605,Gifasekhar,Chandrasekhar Gifted,2005-2-22,Praia,43790,32,M,62,175
54606,Naunes,Naughty Jones,2008-8-11,Majuro,100158,110,F,43,165
54607,Kelemy,Keen Ptolemy,1997-6-12,Luanda,41351,5,F,47,155
54608,Elbarsing,Elbakyan Recursing,2001-11-6,Moscow,11875,144,F,51,161
54609,Slede,Ride Sleepy,2007-3-21,Freetown,43366,156,M,64,180
54610,Jovre,Kare Jovial,1996-9-26,Ankara,16514,180,F,50,159
54611,Lamstic,Lamarr Elastic,2004-3-20,Tirane,1060,2,M,60,179
54612,Serbel,Serene Nobel,2005-7-27,Kuala Lumpur,86831,106,M,64,171
54613,Elbaofy,Elbakyan Goofy,2007-4-21,La Paz,19901,21,M,64,172
54614,Jobin,Jolly Rubin,2008-3-27,Dakar,43913,153,F,50,160
54615,Kierman,Lichterman Kind,2003-12-25,Damascus,14764,171,F,51,161
54616,Barvent,Fervent Bardeen,2008-11-6,Castries,39338,147,M,59,181
54617,Chartras,Poitras Charming,1995-8-18,Vilnius,38885,101,M,64,173
54618,Lering,Adoring Lewin,1998-6-22,Apia,8744,149,M,60,175
54619,Awemann,Awesome Hermann,2007-9-8,Banjul,36008,63,F,41,156
54620,Sutheetent,Competent Sutherland,2007-2-23,Libreville,30341,62,F,44,166
54621,Vibri,Vibrant Cori,1998-9-6,Lome,75779,176,F,50,166
54622,Panndly,Friendly Panini,2002-9-26,Palikir,25295,114,F,47,161
54623,Vausful,Vaughan Blissful,2006-12-26,Harare,72858,40,F,49,165
54624,Wessful,Blissful Wescoff,1999-12-5,Jakarta,88215,78,F,51,161
54625,Suthece,Sutherland Nice,2002-5-26,Gaborone,15863,23,F,45,156
54626,Kairing,Kalam Inspiring,2000-1-26,Victoria,17421,155,F,52,155
54627,Romarana,Romantic Khorana,2002-8-18,Yerevan,28489,8,M,61,174
54628,Swnsky,Meninsky Sweet,2005-6-21,Damascus,18264,171,M,55,177
54629,Spesive,Spence Pensive,1999-9-14,Tunis,50116,179,M,61,180
54630,Chatnky,Cranky Chatelet,2000-8-18,Kingston,26503,84,F,45,160
54631,Anson,Angry Edison,1998-5-5,London,2235,186,M,61,182
54632,Coetent,Cohen Competent,1999-10-3,Banjul,90293,63,F,54,169
54633,Admiright,Cartwright Admiring,1997-4-6,Beirut,25774,96,F,40,157
54634,Eastiful,Easley Beautiful,1995-11-11,Conakry,65279,70,F,51,159
54635,Confiere,Confident Lumiere,2003-2-10,Yaounde,13633,30,F,43,158
54636,Pasming,Charming Pascal,1996-7-17,Prague,81329,46,M,58,178
54637,Quiyne,Payne Quirky,2003-4-22,Kiev,28234,184,F,48,165
54638,Objekle,Merkle Objective,1995-3-16,Porto-Novo,747,19,M,55,178
54639,Codney,Dewdney Cool,2006-3-1,Yerevan,67541,8,M,60,173
54640,Cuesting,Interesting Curie,1996-1-1,Gitega,72435,28,F,45,168
54641,Serhkova,Tereshkova Serene,1995-2-3,Paris,83573,61,M,55,184
54642,Baesting,Bassi Interesting,2006-6-6,San Salvador,973,54,M,59,174
54643,Niiere,Lumiere Nifty,2001-9-23,Santiago,54657,35,F,45,164
54644,Intelerman,Intelligent Lichterman,1999-12-5,Dili,26872,51,M,64,174
54645,Bosy,Busy Borg,2008-12-3,Seoul,31158,91,F,47,169
54646,Laugulty,Laughing Mcnulty,2003-6-7,Minsk,63018,16,M,64,177
54647,Huing,Hugle Loving,2002-4-26,Nouakchott,78540,111,F,52,163
54648,Moce,Nice Moser,2005-3-14,Addis Ababa,42477,58,M,59,181
54649,Vausful,Blissful Vaughan,1996-4-28,Helsinki,10733,60,M,64,182
54650,Panamy,Panini Dreamy,2008-6-16,Minsk,34041,16,F,43,165
54651,Rhorant,Rhodes Vibrant,2005-10-25,Yaounde,93056,30,F,49,165
54652,Vigiser,Moser Vigilant,2001-7-6,Prague,7796,46,F,49,162
54653,Jacrky,Quirky Jackson,2004-2-15,Moscow,2528,144,M,61,179
54654,Thichie,Ritchie Thirsty,2007-9-2,Bogota,86720,37,M,60,177
54655,Peaciams,Peaceful Williams,1997-11-16,Apia,61707,149,M,55,180
54656,Inspmain,Germain Inspiring,2005-8-12,Singapore,1769,157,M,57,170
54657,Eloqrch,Eloquent Kirch,2002-2-13,Belmopan,8310,18,F,51,155
54658,Jolofy,Goofy Joliot,1999-4-27,Tallinn,91706,57,M,57,182
54659,Admikey,Leakey Admiring,1997-5-27,Ulaanbaatar,45893,117,F,53,164
54660,Sirtz,Hertz Silly,2005-4-3,Cairo,33634,53,F,47,161
54661,Nostick,Golick Nostalgic,2000-6-25,Ramallah,98621,134,M,59,183
54662,Goldic,Epic Goldberg,2001-2-24,Harare,15505,40,M,65,182
54663,Chted,Chaum Gifted,2001-2-28,Nay Pyi Taw,54728,121,M,62,173
54664,Coger,Eager Cori,2003-11-8,Dhaka,80663,14,F,48,166
54665,Archiazy,Crazy Archimedes,2002-9-22,Bogota,38175,37,M,56,180
54666,Distrumoto,Distracted Matsumoto,1999-12-16,Mbabane,87498,168,M,65,171
54667,Romamain,Germain Romantic,1998-10-5,Baku,38324,11,M,65,170
54668,Buroyant,Burnell Flamboyant,2003-4-18,Nairobi,55547,88,F,46,170
54669,Jovvitt,Jovial Leavitt,2007-2-22,Tashkent,37391,189,M,61,180
54670,Galchie,Gallant Ritchie,1999-11-15,Paris,73590,61,M,59,178
54671,Laugndieck,Grothendieck Laughing,1995-4-13,Riga,77874,95,F,50,156
54672,Jemver,Jemison Clever,2001-2-16,Managua,40713,127,F,50,165
54673,Feslby,Festive Kilby,2007-11-17,Kiev,2742,184,F,50,169
54674,Burol,Burnell Cool,1995-5-5,Suva,68685,59,M,60,180
54675,Lumeful,Hopeful Lumiere,2007-3-12,Monte Carlo,16883,116,F,55,165
54676,Beaukey,Leakey Beautiful,1996-4-3,Bamako,93742,108,F,43,157
54677,Nostmann,Neumann Nostalgic,2002-2-23,Conakry,5779,70,F,41,168
54678,Yonesting,Yonath Interesting,1996-6-28,Brussels,9004,17,M,62,183
54679,Objekley,Shockley Objective,2000-2-2,Yaounde,6413,30,F,49,158
54680,Ishivent,Fervent Ishizaka,2004-12-15,Amman,64844,86,F,51,166
54681,Bhasest,Bhaskara Modest,2004-1-13,Dushanbe,84966,173,M,57,184
54682,Nortrous,Northcutt Vigorous,2004-4-22,Athens,64308,67,F,48,168
54683,Racore,Hardcore Raman,2007-12-26,Ljubljana,38146,159,F,44,160
54684,Vigilind,Rosalind Vigilant,2001-5-16,Melekeok,65686,133,F,55,160
54685,Shitive,Festive Shirley,1999-12-7,Nuku’alofa,59410,177,M,65,177
54686,Pointical,Practical Poincare,1997-8-2,Kuala Lumpur,7628,106,M,62,185
54687,Leacid,Leakey Lucid,2002-2-29,Tunis,36663,179,F,42,169
54688,Wilsive,Wilson Pensive,2005-4-7,Dushanbe,7483,173,F,45,166
54689,Distrbur,Distracted Wilbur,1995-8-19,Ulaanbaatar,83943,117,F,42,169
54690,Chaprent,Chaplygin Reverent,2002-10-15,Mexico City,22755,113,M,64,181
54691,Penwin,Lewin Pensive,2001-1-28,Roseau,56539,49,F,54,170
54692,Cangry,Cannon Angry,2001-11-25,Buenos Aires,39750,7,M,62,185
54693,Stupbage,Babbage Stupefied,1995-4-23,Budapest,88980,75,M,55,181
54694,Fesll,Bell Festive,1997-6-16,Nouakchott,20811,111,M,63,178
54695,Elaumoto,Matsumoto Elastic,2005-3-3,Rome,31749,83,M,56,182
54696,Comir,Shamir Cool,1999-8-8,Zagreb,45618,43,F,47,166
54697,Xenodnman,Xenodochial Feynman,1995-8-7,Asmara,57064,56,M,60,179
54698,Nightetent,Nightingale Competent,2005-10-1,Asuncion,47727,137,M,55,171
54699,Baring,Adoring Bassi,2007-12-23,Yerevan,17572,8,M,55,183
54700,Gifaum,Chaum Gifted,1998-2-29,Cape Town,89134,162,F,45,166
54701,Heisegant,Elegant Heisenberg,2004-3-3,Quito,77343,52,M,56,184
54702,Rhonky,Rhodes Cranky,1997-3-23,Islamabad,87632,132,F,48,155
54703,Coofy,Cori Goofy,1999-3-2,Moroni,33880,38,F,44,167
54704,Ritatic,Ecstatic Ritchie,2001-11-29,Nicosia,71188,45,F,49,155
54705,Distrrana,Khorana Distracted,1997-5-10,Mogadishu,11152,161,F,45,164
54706,Elastine,Goldstine Elated,2008-2-3,Kingstown ,21725,148,M,59,178
54707,Gauent,Eloquent Gauss,2003-10-11,Vienna,75795,10,M,55,185
54708,Naurmi,Fermi Naughty,2007-4-4,New Delhi,51464,77,M,61,181
54709,Khoing,Loving Khorana,1997-5-4,Bishkek,67001,93,M,62,173
54710,Heyren,Heyrovsky Keen,1999-6-10,Copenhagen,65957,47,M,59,184
54711,Shzical,Shaw Quizzical,1998-3-5,Riyadh,58671,152,M,62,170
54712,Euamy,Dreamy Euler,2004-1-29,Bangui,83312,33,M,55,185
54713,Moen,Zen Moser,2001-2-20,Bogota,50513,37,M,65,179
54714,Bhaident,Confident Bhabha,1997-6-13,Bucharest,35340,143,M,60,183
54715,Drisesting,Driscoll Interesting,2008-3-4,Lilongwe,50814,105,M,59,176
54716,Beistic,Bell Optimistic,2001-9-23,Port-au-Prince,93685,73,M,58,178
54717,Chapcore,Hardcore Chaplygin,1997-11-29,Cairo,75844,53,M,62,174
54718,Nostnell,Nostalgic Burnell,2005-11-29,Luanda,85617,5,F,46,162
54719,Suspirana,Khorana Suspicious,2000-2-23,Saint George’s,64234,68,F,48,164
54720,Rosand,Kind Rosalind,2007-3-27,Doha,7915,142,M,63,176
54721,Suthesome,Sutherland Awesome,1995-2-23,Rabat,77621,119,F,44,162
54722,Thghty,Naughty Tharp,1996-2-6,Kampala,87526,183,F,45,162
54723,Thomtical,Practical Thompson,1999-1-13,Port Moresby ,30772,136,F,48,161
54724,Comprg,Competent Borg,1999-5-22,Tirane,1684,2,F,55,156
54725,Suthestic,Sutherland Elastic,1997-7-9,Riyadh,92312,152,F,44,157
54726,Mclic,Epic Mclean,2003-12-27,Maputo,60566,120,F,43,170
54727,Elvous,Elion Nervous,2002-6-3,N’Djamena,93832,34,F,44,170
54728,Bohful,Bose Youthful,2000-9-19,Cairo,71849,53,F,52,165
54729,Dreeleev,Mendeleev Dreamy,1998-6-6,Rome,9136,83,F,45,156
54730,Strvaraya,Visvesvaraya Strange,1997-1-10,London,46965,186,M,62,185
54731,Affectther,Affectionate Noether,2008-8-15,Yamoussoukro,55684,42,M,57,179
54732,Eutive,Festive Euler,2001-11-10,Beijing,94033,36,F,55,163
54733,Adoeleev,Adoring Mendeleev,1997-12-6,Kiev,96880,184,M,59,180
54734,Auscid,Lucid Austin,1995-12-11,Bridgetown,10370,15,F,41,170
54735,Feruth,Fervent Knuth,2004-6-1,Nassau,28414,12,M,59,183
54736,Youtnsky,Youthful Meninsky,1997-5-1,Sao Tome,70910,151,F,40,159
54737,Maguld,Gould Magical,2000-11-29,Prague,88750,46,F,48,162
54738,Blisttani,Blissful Albattani,2002-6-5,Windhoek,15328,122,F,54,163
54739,Gifrtz,Swartz Gifted,2003-4-2,Paramaribo,95581,167,F,42,162
54740,Poivous,Poitras Nervous,2007-3-14,Minsk,70536,16,F,41,169
54741,Romazai,Banzai Romantic,1997-10-19,Roseau,58789,49,M,63,172
54742,Chebetent,Competent Chebyshev,2006-11-22,Ankara,4266,180,F,55,160
54743,Dijken,Keen Dijkstra,2004-2-1,Bishkek,2870,93,F,55,163
54744,Slekov,Sleepy Liskov,2000-10-5,Ulaanbaatar,35964,117,M,61,174
54745,Pedayshev,Chebyshev Pedantic,2004-12-13,Beirut,40145,96,M,57,178
54746,Morsing,Morse Recursing,1997-10-12,Berlin,55191,65,M,65,179
54747,Bratepy,Sleepy Brattain,2006-7-7,Lima,90523,138,F,52,170
54748,Feysionate,Compassionate Feynman,2008-8-11,Harare,41065,40,F,45,155
54749,Hopider,Hopeful Greider,2008-6-27,San Jose,74203,41,F,50,163
54750,Kiri,Cori Kind,2004-2-28,Dodoma,12003,174,F,48,169
54751,Willsty,Frosty Williams,1996-2-12,Tarawa Atoll,21518,89,M,55,185
54752,Blstic,Elastic Black,1997-7-23,Kuala Lumpur,51914,106,M,57,172
54753,Neryd,Boyd Nervous,2001-6-20,San Jose,73756,41,F,45,162
54754,Ishiange,Strange Ishizaka,2002-3-13,Berne,62406,170,F,41,168
54755,Youtnberg,Youthful Heisenberg,2003-10-7,Manama,95590,13,M,65,177
54756,Colsionate,Colden Compassionate,2008-11-1,Kuala Lumpur,6494,106,M,65,180
54757,Nirthy,Nifty Mccarthy,2008-3-10,Juba,20602,163,M,62,184
54758,Tennnon,Shannon Tender,1995-5-8,Santiago,8086,35,M,63,174
54759,Hunyshev,Hungry Chebyshev,2002-2-10,Victoria,15846,155,F,49,160
54760,Jolfying,Mystifying Joliot,2005-10-13,Khartoum,53415,166,M,63,178
54761,Gracberg,Gracious Goldberg,1997-9-3,Bogota,60168,37,M,61,176
54762,Noeeless,Noether Priceless,2008-2-4,Tirane,89746,2,F,48,162
54763,Clatical,Practical Clarke,2001-1-26,Vilnius,84405,101,M,56,184
54764,Feslman,Festive Perlman,1999-12-21,Saint George’s,83927,68,F,41,157
54765,Prickley,Priceless Shockley,2007-5-10,Muscat,84040,131,F,46,156
54766,Vibser,Moser Vibrant,2000-7-8,Baghdad,51863,80,M,64,185
54767,Fuack,Funny Black,2006-3-9,Khartoum,20557,166,M,60,179
54768,Condesyne,Payne Condescending,2008-8-9,Port Louis,81980,112,F,47,170
54769,Edited,Edison Elated,1997-11-19,Palikir,80996,114,M,57,179
54770,Loveave,Brave Lovelace,2004-10-13,Port Louis,73715,112,F,47,155
54771,Curous,Curie Vigorous,2001-12-2,Port-of-Spain,88474,178,M,56,177
54772,Lovetiful,Lovelace Beautiful,1997-10-18,Buenos Aires,77176,7,F,55,158
54773,Yairing,Inspiring Yalow,1998-10-13,Warsaw,67180,140,M,60,180
54774,Gracright,Gracious Cartwright,2007-3-9,London,15906,186,F,54,169
54775,Gertiful,Beautiful Germain,2007-11-29,Mbabane,70537,168,M,65,170
54776,Driseat,Upbeat Driscoll,2005-5-9,Bangkok,69529,175,F,54,158
54777,Antogant,Antonelli Elegant,2001-5-12,Nay Pyi Taw,81882,121,M,63,170
54778,Chatlly,Chatelet Silly,2008-11-4,Lisbon,84234,141,F,52,159
54779,Belly,Benz Silly,2008-4-3,Brussels,54603,17,F,42,158
54780,Leaest,Leakey Modest,2000-7-26,Maseru,76325,97,M,65,173
54781,Agitlygin,Chaplygin Agitated,2006-6-5,Muscat,63109,131,M,57,183
54782,Pricmir,Priceless Shamir,2003-9-13,Vientiane,12770,94,F,49,167
54783,Bltical,Practical Black,2007-7-3,Bucharest,77660,143,F,45,161
54784,Nerwin,Nervous Darwin,2008-10-6,Accra,88753,66,M,62,173
54785,Craider,Cranky Greider,2000-12-21,Santo Domingo,44387,50,F,45,170
54786,Shitsa,Sharp Kapitsa,2008-7-3,Dakar,33864,153,M,62,171
54787,Grothesionate,Compassionate Grothendieck,2001-3-8,Gaborone,15594,23,M,59,185
54788,Intelack,Intelligent Black,2001-10-2,Yaounde,26649,30,F,50,170
54789,Aweke,Pike Awesome,2007-10-4,Managua,60415,127,F,47,156
54790,Helzing,Amazing Hellman,2000-10-6,Banjul,90905,63,M,56,178
54791,Hunlace,Lovelace Hungry,2003-1-13,Lusaka,59437,195,F,52,156
54792,Heurcare,Heuristic Poincare,2007-2-17,Chisinau,56662,115,F,51,156
54793,Heren,Hermann Zen,2007-4-13,Lilongwe,20793,105,M,65,183
54794,Huatic,Ecstatic Hugle,2004-2-19,Tallinn,3428,57,F,48,166
54795,Shaamy,Shamir Dreamy,2002-11-2,Skopje,48954,103,M,56,172
54796,Amaaum,Chaum Amazing,2008-11-4,Dodoma,73531,174,F,54,156
54797,Peacmihira,Varahamihira Peaceful,2002-1-11,Seoul,26877,91,F,45,169
54798,Coumoto,Matsumoto Cool,1995-8-28,Nuku’alofa,4250,177,F,55,170
54799,Kaatic,Kare Ecstatic,2000-12-28,Bridgetown,54712,15,M,57,185
54800,Kicious,Kilby Suspicious,2002-6-9,Canberra,93377,9,F,51,163
54801,Aryaionate,Affectionate Aryabhata,2007-6-1,Dili,20594,51,F,51,169
54802,Perntic,Pedantic Perlman,2002-3-16,Sanaa,54193,194,M,61,178
54803,Mosful,Moser Blissful,2004-5-9,N’Djamena,77474,34,M,63,185
54804,Mesntic,Romantic Mestorf,1996-9-11,Belgrade,15565,154,F,52,165
54805,Drising,Boring Driscoll,2006-7-19,Brazzaville,57834,39,M,64,178
54806,Feyctive,Feynman Objective,2000-10-26,Mogadishu,4275,161,F,53,159
54807,Feru,Wu Fervent,2005-6-22,Conakry,86779,70,M,61,184
54808,Swaalgic,Nostalgic Swartz,2005-1-15,Juba,57200,163,M,65,175
54809,Compasnson,Robinson Compassionate,1998-7-4,San Marino,85284,150,F,43,164
54810,Siman,Silly Raman,2002-4-27,Bucharest,59053,143,M,58,180
54811,Jepstic,Elastic Jepsen,1997-9-13,Valletta,11234,109,F,41,157
54812,Nightest,Nightingale Modest,2002-6-15,Sofia,37387,26,F,55,169
54813,Youtbage,Babbage Youthful,2002-9-14,Berlin,99152,65,M,59,170
54814,Slere,Kare Sleepy,2008-1-3,Quito,73633,52,M,58,179
54815,Lamring,Admiring Lamport,1995-10-10,Amsterdam,95207,125,F,44,160
54816,Adoarp,Tharp Adoring,2008-5-22,Ashgabat,14665,181,M,64,176
54817,Swkle,Merkle Sweet,1996-5-16,Warsaw,89376,140,F,48,157
54818,Feited,Elated Feistel,2005-2-28,Tallinn,40587,57,F,50,158
54819,Mystiick,Mystifying Golick,1998-5-17,Port Louis,80409,112,F,51,164
54820,Huzing,Amazing Hugle,1998-12-4,Vilnius,80695,101,F,41,163
54821,Jeprsing,Recursing Jepsen,2006-4-7,Copenhagen,81802,47,F,47,156
54822,Soth,Sad Booth,1995-10-25,Dublin,12523,81,F,54,157
54823,Deterlani,Determined Villani,2007-1-5,Helsinki,83205,60,F,52,162
54824,Youtwan,Dhawan Youthful,2008-4-3,Ankara,64052,180,F,54,159
54825,Boore,Bold Moore,1998-11-4,Tarawa Atoll,28908,89,M,63,174
54826,Nibel,Nifty Nobel,1998-3-20,Monrovia,74486,98,F,43,159
54827,Bortein,Einstein Boring,1996-11-24,Jerusalem,63406,82,M,64,185
54828,Froingale,Frosty Nightingale,2004-10-7,San Marino,91400,150,F,49,158
54829,Einstiful,Einstein Beautiful,2002-1-16,Dublin,15806,81,F,43,164
54830,Ferath,Fervent Yonath,1998-7-25,Port Moresby ,89276,136,M,64,176
54831,Sutheeful,Hopeful Sutherland,1999-6-9,Yerevan,57569,8,M,63,183
54832,Pricick,Golick Priceless,2002-12-5,Kuwait City,31231,92,F,51,156
54833,Kelvous,Nervous Keldysh,1997-2-8,Harare,64859,40,F,49,169
54834,Elepson,Thompson Elegant,1998-4-20,Riyadh,36783,152,M,59,175
54835,Mclarp,Sharp Mclean,2000-7-15,Muscat,80366,131,M,64,178
54836,Buarr,Lamarr Busy,2007-11-6,Ashgabat,16003,181,F,42,166
54837,Nistine,Nifty Goldstine,1995-7-29,Ulaanbaatar,92643,117,F,47,167
54838,Dewvous,Nervous Dewdney,2002-6-18,Ouagadougou,98498,27,M,62,177
54839,Nichie,Ritchie Nice,1999-12-14,San Salvador,57809,54,M,60,181
54840,Panring,Panini Admiring,2007-3-17,Bissau,24273,71,F,48,165
54841,Brahmffled,Brahmagupta Unruffled,2001-11-28,Prague,43077,46,M,63,175
54842,Agnghty,Agnesi Naughty,2004-8-16,Accra,48708,66,F,50,157
54843,Quider,Snyder Quirky,2000-3-10,Helsinki,100246,60,M,57,174
54844,Boport,Lamport Bold,2005-12-22,Harare,27424,40,F,46,161
54845,Coen,Cohen Keen,2008-11-25,Kingstown ,32616,148,M,61,175
54846,Vigoinci,Davinci Vigorous,2003-11-18,Santo Domingo,51396,50,F,48,167
54847,Wilnky,Cranky Wilbur,2007-6-4,Bucharest,3575,143,M,61,181
54848,Ecstatia,Ecstatic Hypatia,1999-9-16,Quito,30284,52,F,48,158
54849,Baepy,Bassi Sleepy,2001-8-5,Cape Town,20718,162,F,55,161
54850,Vauing,Vaughan Boring,1997-7-7,Nassau,63897,12,F,42,165
54851,Lamochial,Xenodochial Lamport,1997-3-15,Zagreb,59051,43,M,65,170
54852,Galange,Galileo Strange,1996-8-10,Lome,14375,176,M,65,170
54853,Swkley,Shockley Sweet,1998-4-4,Moroni,31101,38,F,49,163
54854,Gating,Gauss Exciting,1998-4-20,Zagreb,17238,43,F,47,170
54855,Chlant,Chaum Gallant,1998-10-19,Kiev,41620,184,F,42,161
54856,Poinepy,Poincare Sleepy,1996-11-19,Suva,69305,59,F,40,163
54857,Nightetent,Nightingale Competent,1999-4-23,Reykjavik,75789,76,M,58,181
54858,Interver,Interesting Carver,2000-12-13,Jakarta,6402,78,M,56,183
54859,Recuyer,Mayer Recursing,1999-5-22,Freetown,14974,156,F,50,160
54860,Lovmann,Lehmann Loving,1999-12-4,Luxembourg,74545,102,M,60,175
54861,Nison,Edison Nice,1995-8-18,Nassau,569,12,M,65,174
54862,Napistic,Optimistic Napier,2007-10-23,Victoria,73006,155,M,60,178
54863,Cleson,Clever Wilson,2004-2-21,Brussels,43124,17,M,58,184
54864,Recuussi,Sinoussi Recursing,2006-10-12,Asmara,88581,56,M,65,179
54865,Proskutical,Practical Proskuriakova,1995-12-14,Quito,59798,52,F,46,160
54866,Pasgry,Angry Pascal,1995-2-8,Asmara,9834,56,M,55,178
54867,Vigolind,Vigorous Rosalind,2004-3-2,Majuro,13577,110,M,64,182
54868,Grhr,Bohr Great,2004-9-21,Harare,26421,40,F,48,169
54869,Quizgle,Quizzical Hugle,2008-11-19,La Paz,42253,21,F,42,166
54870,Musbhata,Musing Aryabhata,1996-5-29,Mogadishu,82859,161,M,58,172
54871,Khairing,Khayyam Inspiring,1999-6-6,Moscow,33356,144,M,61,185
54872,Rafying,Mystifying Raman,2008-4-3,Bucharest,15063,143,M,63,181
54873,Antoacted,Antonelli Distracted,2003-11-19,Nicosia,3677,45,F,54,166
54874,Penmet,Sammet Pensive,1996-4-5,Libreville,5054,62,F,47,167
54875,Vigiuth,Vigilant Knuth,1997-10-18,Jerusalem,75531,82,F,54,157
54876,Blacsive,Blackwell Pensive,2006-12-3,New Delhi,89664,77,F,53,159
54877,Optimng,Jang Optimistic,2007-12-13,Quito,68139,52,M,62,180
54878,Stramson,Strange Williamson,2006-6-13,Windhoek,85265,122,F,53,166
54879,Frohard,Volhard Frosty,1997-1-8,Wellington,82644,126,F,54,162
54880,Fering,Boring Fermat,2007-4-6,Vatican City,46020,191,M,60,173
54881,Intellid,Intelligent Euclid,1997-3-17,Vienna,23846,10,F,42,163
54882,Agitvira,Agitated Mahavira,2007-7-13,Prague,49358,46,M,64,170
54883,Claene,Clarke Serene,2007-10-28,Suva,57703,59,M,60,177
54884,Joghty,Jones Naughty,1998-1-28,Dhaka,22267,14,F,47,163
54885,Drebel,Dreamy Nobel,2004-6-19,Basseterre,31816,146,M,65,170
54886,Eabel,Nobel Eager,1995-7-5,Saint John’s,88802,6,M,63,175
54887,Ritctive,Objective Ritchie,1996-11-12,Addis Ababa,54637,58,M,61,175
54888,Goldwesting,Goldwasser Interesting,2004-1-28,Lilongwe,95630,105,M,62,178
54889,Elauld,Elastic Gould,1999-10-2,Santo Domingo,74058,50,M,64,184
54890,Flambnman,Feynman Flamboyant,1996-2-25,Athens,73756,67,F,51,162
54891,Pracnce,Practical Spence,2006-12-17,Baghdad,87222,80,F,55,169
54892,Beaated,Agitated Beaver,2003-12-8,Dili,48404,51,F,49,159
54893,Nauern,Naughty Shtern,2001-2-26,Kuwait City,68755,92,M,58,180
54894,Romance,Spence Romantic,2006-10-17,New Delhi,1577,77,F,51,163
54895,Stoneeet,Stonebraker Sweet,1998-10-22,Riyadh,24160,152,M,55,176
54896,Perder,Perlman Tender,2006-4-16,Porto-Novo,45296,19,M,61,181
54897,Einsene,Serene Einstein,2005-8-22,Addis Ababa,56665,58,M,65,173
54898,Deternujan,Ramanujan Determined,2008-10-24,Algiers,43696,3,F,53,158
54899,Heisesive,Pensive Heisenberg,1996-12-24,San Marino,26693,150,M,57,177
54900,Euffled,Euler Unruffled,1999-5-5,Thimphu,86566,20,F,53,166
54901,Golcini,Montalcini Goofy,1996-5-17,Abuja,2153,129,M,55,182
54902,Murionate,Murdock Affectionate,2000-3-2,Washington D.C.,50795,187,M,60,176
54903,Viblbart,Engelbart Vibrant,2001-7-23,Caracas,44884,192,M,63,180
54904,Sinoen,Sinoussi Zen,1995-9-22,Georgetown,34560,72,M,63,177
54905,Fuean,Mclean Funny,2004-8-18,Moscow,92518,144,F,43,160
54906,Perrdly,Wizardly Perlman,1996-10-11,Suva,29179,59,F,50,169
54907,Mystiings,Jennings Mystifying,2001-6-12,Gitega,62885,28,M,61,175
54908,Amaaday,Amazing Faraday,2008-2-9,Nassau,3819,12,M,63,182
54909,Grotheeat,Great Grothendieck,1995-6-27,Jerusalem,30709,82,F,46,155
54910,Perical,Magical Perlman,1996-12-2,Roseau,80753,49,F,51,155
54911,Hodzical,Hodgkin Quizzical,2001-5-13,Praia,43419,32,M,65,183
54912,Pald,Bold Pare,2000-7-16,Islamabad,59748,132,F,49,170
54913,Foctgen,Roentgen Focused,1995-12-23,Skopje,21250,103,M,65,176
54914,Adolbart,Adoring Engelbart,1996-11-1,Nicosia,24301,45,M,57,181
54915,Kaesting,Interesting Kalam,1996-4-26,Yaounde,99579,30,F,50,167
54916,Compaslani,Compassionate Villani,1995-11-5,Asuncion,8764,137,F,48,157
54917,Lalsive,Lalande Pensive,1998-10-23,Bandar Seri Begawan,74279,25,M,62,185
54918,Stdysh,Stoic Keldysh,2004-6-1,Yaounde,97231,30,F,55,169
54919,Fescare,Poincare Festive,2000-11-12,Monte Carlo,7727,116,M,64,181
54920,Edicore,Hardcore Edison,2006-1-9,Gitega,79323,28,M,62,175
54921,Lumgry,Lumiere Angry,1995-5-20,Santo Domingo,45427,50,M,60,174
54922,Mccafty,Nifty Mccarthy,1996-5-18,Sofia,13910,26,M,57,179
54923,Ecstalds,Ecstatic Torvalds,1995-12-11,Vienna,2615,10,M,59,172
54924,Swasekhar,Sweet Chandrasekhar,2003-1-24,San Marino,86533,150,M,58,182
54925,Khosionate,Compassionate Khorana,2005-2-5,Abuja,37547,129,M,63,182
