id,stage_name,full_name,date_of_birth,birthplace,group_id,country_id,gender,weight,height
78320,Niwin,Nice Lewin,1995-6-24,Brasilia,33805,24,F,43,159
78321,Chattntic,Romantic Chatterjee,2002-5-17,Saint George’s,86043,68,F,41,166
78322,Kieat,Upbeat Kirch,2004-10-28,Pyongyang,60368,90,M,61,178
78323,Bhaesting,Interesting Bhabha,1997-11-7,Palikir,44636,114,F,51,170
78324,Mcclihful,Youthful Mcclintock,1996-6-7,La Paz,22134,21,F,51,169
78325,Rosarsty,Rosalind Thirsty,1996-12-8,Malabo,68511,55,M,61,174
78326,Stmain,Stoic Germain,2006-3-19,Kabul,47808,1,F,46,157
78327,Wilochial,Xenodochial Wilbur,2007-1-21,Hanoi,66236,193,M,59,180
78328,Gagtical,Gagarin Practical,1996-8-15,Andorra la Vella,87782,4,F,51,169
78329,Youtarin,Gagarin Youthful,1997-8-2,Baku,68002,11,M,57,174
78330,Heurhkova,Heuristic Tereshkova,2004-2-2,Copenhagen,41126,47,M,58,182
78331,Mosome,Awesome Morse,2005-9-4,Doha,60674,142,M,62,173
78332,Nantic,Nash Romantic,2002-6-25,Ankara,63526,180,F,40,158
78333,Magant,Mayer Elegant,2005-6-27,Rabat,64452,119,F,52,157
78334,Crarch,Cranky Kirch,2007-1-1,Lisbon,41835,141,F,46,164
78335,Epteur,Epic Pasteur,1995-6-17,Abu Dhabi,29087,185,F,40,167
78336,Grerson,Great Sanderson,1995-2-4,Tegucigalpa,13235,74,F,47,168
78337,Youtniak,Youthful Wozniak,2007-6-8,Seoul,76376,91,M,62,185
78338,Bustra,Busy Dijkstra,1995-3-10,Dhaka,49382,14,M,56,176
78339,Gracman,Gracious Bouman,1998-7-5,Ouagadougou,12814,27,F,40,161
78340,Naplible,Infallible Napier,2003-7-3,Amman,61534,86,M,65,172
78341,Strinci,Strange Davinci,1996-11-25,Conakry,88742,70,F,45,156
78342,Modevski,Kowalevski Modest,1996-4-13,Doha,5535,142,M,64,175
78343,Boted,Gifted Bohr,2007-11-29,Mexico City,72298,113,M,57,182
78344,Drisrdly,Wizardly Driscoll,2000-3-2,Doha,72588,142,M,63,178
78345,Witing,Exciting Wing,2008-2-23,Dhaka,78713,14,F,49,168
78346,Stuputh,Knuth Stupefied,2000-10-29,Kingstown ,67375,148,M,58,184
78347,Shaver,Shannon Clever,1998-12-14,Santo Domingo,41063,50,F,45,165
78348,Matstiful,Matsumoto Beautiful,2001-6-1,Mexico City,67636,113,M,57,170
78349,Kimat,Fermat Kind,2004-1-16,Paris,26419,61,M,55,183
78350,Mcletent,Competent Mclaren,1997-9-29,Guatemala City,35963,69,M,64,170
78351,Heyrial,Heyrovsky Jovial,2007-7-7,Panama City,37337,135,M,63,182
78352,Poincious,Suspicious Poincare,1999-7-10,Algiers,46284,3,M,60,181
78353,Quitgen,Roentgen Quirky,2005-3-18,Port-au-Prince,27934,73,M,64,171
78354,Swtner,Sweet Meitner,2004-2-5,Podgorica,77609,118,F,52,166
78355,Amaasser,Goldwasser Amazing,1995-5-7,Accra,55969,66,F,54,167
78356,Adonberg,Heisenberg Adoring,2004-5-4,Nicosia,71894,45,F,51,158
78357,Swaerful,Swanson Wonderful,1997-1-6,Brazzaville,20494,39,M,63,182
78358,Gerder,Tender Germain,2001-4-26,Tegucigalpa,20266,74,M,64,179
78359,Aweser,Moser Awesome,1999-8-15,Ulaanbaatar,2912,117,F,44,158
78360,Heing,Hertz Boring,2001-1-16,Tehran,2202,79,F,41,158
78361,Maghard,Volhard Magical,2004-3-27,Tokyo,3628,85,F,40,162
78362,Wmined,Wu Determined,2001-4-28,Khartoum,98196,166,M,58,175
78363,Nightetent,Competent Nightingale,1998-3-7,Minsk,7741,16,F,41,161
78364,Moming,Charming Moore,2001-8-27,Damascus,48355,171,M,56,181
78365,Elbaused,Focused Elbakyan,2004-8-3,Buenos Aires,37302,7,F,46,162
78366,Lehlant,Gallant Lehmann,2007-2-6,Ouagadougou,60356,27,M,63,181
78367,Curcious,Curran Suspicious,2001-6-22,Accra,87847,66,M,64,177
78368,Dhanny,Funny Dhawan,2005-9-24,Moscow,62736,144,F,55,169
78369,Jovcoff,Jovial Wescoff,2004-8-15,Luanda,92399,5,F,48,169
78370,Romates,Romantic Gates,2006-5-4,Majuro,84654,110,M,57,179
78371,Maxused,Focused Maxwell,2002-11-1,Accra,699,66,F,42,156
78372,Dazznsky,Dazzling Meninsky,2003-2-4,Phnom Penh,44229,29,M,58,183
78373,Mccliing,Mcclintock Musing,2000-3-26,Seoul,31213,91,F,51,157
78374,Slettani,Albattani Sleepy,2000-12-14,N’Djamena,9203,34,F,55,161
78375,Herlly,Jolly Hermann,2004-4-7,Ottawa,32142,31,F,44,165
78376,Gaaxed,Gates Relaxed,1995-6-24,Buenos Aires,74686,7,F,55,165
78377,Interrch,Kirch Interesting,2006-2-15,Buenos Aires,52306,7,F,51,168
78378,Drisen,Keen Driscoll,1995-7-13,Nur Sultan,100390,87,F,52,161
78379,Bornson,Johnson Boring,2004-12-3,Mexico City,42062,113,M,61,170
78380,Keser,Moser Keen,2001-3-29,Tripoli,65492,99,M,63,173
78381,Coiring,Inspiring Cori,1998-12-22,Bridgetown,61466,15,M,55,180
78382,Bairing,Bassi Inspiring,2000-1-3,Khartoum,93621,166,F,40,158
78383,Huntner,Hungry Meitner,2005-9-16,Riga,14666,95,F,43,170
78384,Elgcending,Elgamal Condescending,2000-12-12,Kingstown ,49909,148,F,41,165
78385,Chebange,Strange Chebyshev,2003-10-24,Conakry,34414,70,M,63,185
78386,Heuramal,Heuristic Elgamal,1999-11-12,Apia,42835,149,M,64,175
78387,Foclind,Focused Rosalind,2000-7-26,Nairobi,70350,88,F,50,158
78388,Meniring,Adoring Meninsky,2001-5-6,Manila,85407,139,F,48,156
78389,Elaadter,Elated Hofstadter,2008-11-23,Bratislava,49546,158,F,45,159
78390,Wizaack,Wizardly Black,2001-3-24,Berlin,40389,65,M,60,177
78391,Kapident,Kapitsa Confident,1996-1-29,Saint John’s,54783,6,M,62,171
78392,Ecstlton,Hamilton Ecstatic,2002-10-17,Rome,91205,83,M,64,174
78393,Vigiileo,Vigilant Galileo,2004-12-16,Khartoum,94484,166,F,43,166
78394,Modsh,Nash Modest,2000-5-22,Ulaanbaatar,75338,117,F,48,156
78395,Buton,Busy Newton,2004-8-6,Ouagadougou,87349,27,F,42,156
78396,Chandrring,Chandrasekhar Admiring,1999-5-18,Reykjavik,75201,76,F,44,158
78397,Grothesive,Pensive Grothendieck,2003-10-17,Muscat,95859,131,F,47,165
78398,Grdysh,Keldysh Great,1999-7-14,Reykjavik,11539,76,F,42,163
78399,Awetras,Awesome Poitras,2003-2-19,Singapore,76194,157,F,48,165
78400,Mirzaesting,Interesting Mirzakhani,1995-6-27,Suva,96865,59,M,60,173
78401,Satiring,Satoshi Inspiring,2006-12-17,Conakry,20917,70,M,56,170
78402,Racious,Raman Suspicious,1996-2-4,Praia,37854,32,M,62,178
78403,Hardgkin,Hodgkin Hardcore,2008-9-5,Nur Sultan,80709,87,F,45,161
78404,Poining,Poincare Boring,1999-10-27,Paramaribo,22977,167,F,41,170
78405,Swkey,Leakey Sweet,2008-3-22,Saint George’s,31459,68,F,50,167
78406,Rellani,Relaxed Villani,1997-5-16,Kingston,40203,84,F,49,159
78407,Engecore,Engelbart Hardcore,2003-12-6,Accra,6482,66,F,55,160
78408,Satghty,Satoshi Naughty,2001-12-25,N’Djamena,81726,34,M,56,171
78409,Goondly,Goodall Friendly,1999-6-25,Jakarta,83353,78,M,57,185
78410,Hardhen,Hardcore Cohen,2006-1-17,Amman,35385,86,M,61,173
78411,Gresi,Agnesi Great,2005-9-3,Antananarivo,32928,104,F,43,162
78412,Ecstlman,Perlman Ecstatic,2003-10-22,Madrid,56293,164,F,45,170
78413,Upbrana,Khorana Upbeat,2004-8-7,Lusaka,53451,195,F,42,162
78414,Zealow,Yalow Zealous,2007-3-5,Sofia,28611,26,F,40,166
78415,Beaurse,Morse Beautiful,2005-3-26,Baghdad,63280,80,F,47,166
78416,Kastic,Kalam Elastic,2006-3-26,Gitega,66391,28,F,43,169
78417,Feskley,Shockley Festive,2002-9-4,Bogota,79744,37,M,63,180
78418,Nover,Nobel Clever,2008-5-24,Belgrade,27852,154,F,55,161
78419,Relghan,Relaxed Vaughan,1997-5-10,Bogota,48887,37,M,59,176
78420,Revelace,Reverent Lovelace,1998-5-5,Berlin,4487,65,M,57,173
78421,Drerke,Dreamy Clarke,2000-7-14,Dushanbe,90417,173,F,47,165
78422,Hardrtz,Hertz Hardcore,2001-7-9,Paramaribo,66329,167,M,63,170
78423,Distrlani,Distracted Villani,2001-3-28,Reykjavik,88555,76,M,62,185
78424,Thinz,Benz Thirsty,1998-4-10,Ulaanbaatar,16770,117,M,56,172
78425,Ishilant,Vigilant Ishizaka,2004-9-21,Basseterre,52785,146,F,54,158
78426,Albacending,Albattani Condescending,2005-11-26,Nairobi,2246,88,M,60,184
78427,Insplby,Kilby Inspiring,2002-3-5,Asmara,34412,56,M,57,183
78428,Bousome,Awesome Bouman,1999-7-19,Tunis,12370,179,F,52,163
78429,Vibrac,Vibrant Dirac,2008-3-11,Bamako,36768,108,M,65,180
78430,Eladen,Colden Elastic,2004-9-21,Male,17965,107,M,56,170
78431,Wder,Wu Tender,1998-3-15,Yerevan,54797,8,M,58,174
78432,Merce,Nice Merkle,2005-1-24,Palikir,1564,114,F,42,156
78433,Barmined,Determined Bardeen,1995-9-5,Prague,85399,46,M,64,173
78434,Theful,Peaceful Tharp,1996-4-5,Accra,5275,66,F,55,168
78435,Condesu,Wu Condescending,1996-1-13,Port-Vila,36564,190,F,48,158
78436,Lumctive,Lumiere Objective,2003-4-29,Nassau,42282,12,F,48,169
78437,Intelser,Moser Intelligent,2006-9-21,Bandar Seri Begawan,99573,25,M,64,174
78438,Babcore,Babbage Hardcore,2001-12-9,Athens,9060,67,M,65,174
78439,Torvident,Torvalds Confident,1995-5-29,London,54444,186,F,41,162
78440,Chattted,Chatterjee Gifted,2003-7-5,Minsk,10194,16,M,57,172
78441,Archiarp,Sharp Archimedes,2000-9-23,Canberra,91286,9,M,65,172
78442,Hasesting,Interesting Haslett,2001-7-16,Nouakchott,54842,111,F,46,163
78443,Compider,Greider Competent,2008-10-1,Ashgabat,49170,181,F,52,166
78444,Pahing,Laughing Pare,1998-11-16,Port-Vila,47953,190,M,59,170
78445,Flambnson,Flamboyant Robinson,1996-7-18,Jerusalem,67789,82,F,43,163
78446,Beardly,Beaver Wizardly,1998-4-17,La Paz,9924,21,F,42,160
78447,Stoneistic,Stonebraker Optimistic,1995-6-28,Islamabad,47057,132,M,55,180
78448,Thisen,Jepsen Thirsty,1996-12-8,Dublin,61458,81,M,60,176
78449,Chatppy,Happy Chatelet,2005-1-11,Warsaw,48581,140,F,45,166
78450,Franepy,Sleepy Franklin,2001-12-21,Gitega,27820,28,F,46,165
78451,Condesman,Condescending Bouman,2005-8-14,Dublin,32389,81,F,40,167
78452,Carring,Admiring Carver,2007-10-8,Quito,54086,52,M,62,177
78453,Drisgant,Elegant Driscoll,2002-1-19,Apia,14694,149,M,62,170
78454,Lameless,Priceless Lamarr,1996-10-26,Ljubljana,79845,159,M,56,173
78455,Herstic,Hermann Elastic,2000-9-10,Valletta,49356,109,M,63,176
78456,Galbin,Rubin Gallant,1999-6-27,Brussels,100247,17,F,40,161
78457,Archiol,Archimedes Cool,1996-5-11,Tallinn,97216,57,M,63,184
78458,Heisentic,Heisenberg Pedantic,2007-5-21,Castries,94870,147,F,45,163
78459,Bouing,Bouman Boring,2000-5-9,Kingstown ,61969,148,F,45,168
78460,Murring,Adoring Murdock,2007-6-7,Warsaw,90270,140,F,51,162
78461,Kelfty,Nifty Keller,2004-5-25,Kingstown ,57985,148,M,62,184
78462,Swnson,Robinson Sweet,1995-9-7,Montevideo,53354,188,M,61,174
78463,Affectyer,Affectionate Mayer,1998-6-29,La Paz,16729,21,F,42,166
78464,Nostman,Nostalgic Bouman,1999-7-28,Muscat,73872,131,M,63,185
78465,Gifulty,Gifted Mcnulty,1997-1-18,Dakar,63992,153,M,63,183
78466,Grcare,Great Poincare,2008-1-29,Lilongwe,37285,105,M,65,177
78467,Zeash,Nash Zealous,2003-12-26,Dodoma,90398,174,M,64,177
78468,Hypnky,Hypatia Cranky,2006-10-3,Male,73529,107,F,41,164
78469,Change,Strange Chaum,2004-7-8,Djibouti,70477,48,M,55,175
78470,Leahful,Leavitt Youthful,2000-5-5,Saint John’s,36204,6,M,64,179
78471,Perhful,Youthful Perlman,2007-9-7,Tripoli,78044,99,M,60,174
78472,Keberg,Keen Goldberg,1999-4-11,Apia,82457,149,M,61,171
78473,Aryaver,Aryabhata Clever,1995-2-20,Kabul,29784,1,M,63,177
78474,Amatein,Einstein Amazing,2002-7-13,Paris,40126,61,F,55,155
78475,Goldlly,Goldberg Silly,1995-10-6,Santiago,40848,35,F,54,168
78476,Intelchie,Ritchie Intelligent,2000-12-28,Caracas,22275,192,M,65,185
78477,Ruacted,Distracted Rubin,1995-11-11,Prague,61688,46,F,47,161
78478,Lovider,Loving Greider,1998-11-12,Bamako,25914,108,F,55,156
78479,Kowalefied,Stupefied Kowalevski,2001-10-26,Managua,9955,127,M,65,172
78480,Borant,Boyd Vibrant,2002-4-14,Kigali,92252,145,M,64,179
78481,Hooffled,Unruffled Hoover,2008-7-9,Cape Town,76418,162,F,55,165
78482,Bratvous,Brattain Nervous,2000-5-23,Bandar Seri Begawan,72555,25,F,45,160
78483,Elgen,Elgamal Keen,2005-1-17,Beirut,88324,96,F,40,159
78484,Bhasic,Bhaskara Epic,2000-2-5,Washington D.C.,42367,187,F,54,162
78485,Shmann,Neumann Sharp,2008-5-12,Berlin,21283,65,M,58,173
78486,Bordall,Goodall Boring,2005-1-17,Manama,16090,13,M,56,178
78487,Goldsive,Goldberg Pensive,1997-3-6,Belgrade,27180,154,M,64,185
78488,Colant,Cohen Vigilant,2002-11-6,Tripoli,14416,99,F,55,159
78489,Strvira,Strange Mahavira,2001-6-20,Bogota,70427,37,M,64,174
78490,Nostyyam,Khayyam Nostalgic,1997-10-22,Buenos Aires,28462,7,F,47,158
78491,Tenck,Tender Buck,2003-10-8,Riyadh,29996,152,M,63,170
78492,Sleelet,Sleepy Chatelet,1997-4-27,Santiago,34589,35,M,56,173
78493,Thomen,Thompson Zen,2000-12-27,San Jose,1255,41,M,59,176
78494,Recuesi,Recursing Agnesi,1999-8-15,Ankara,74311,180,F,52,165
78495,Mystirland,Sutherland Mystifying,1997-2-7,Cairo,20684,53,F,48,158
78496,Shaic,Shamir Epic,2006-10-1,Khartoum,86404,166,M,58,180
78497,Brder,Brave Snyder,1996-11-15,Harare,92915,40,F,46,161
78498,Snell,Burnell Sad,2002-11-22,Kampala,10092,183,M,61,182
78499,Beaush,Beautiful Nash,1996-1-4,Vientiane,45903,94,M,57,172
78500,Noce,Nice Noyce,1995-9-17,Saint George’s,89589,68,F,42,164
78501,Fuhen,Cohen Funny,2005-4-20,Castries,35338,147,M,62,182
78502,Compaske,Pike Compassionate,1996-4-15,Singapore,88674,157,F,43,161
78503,Pricyne,Priceless Payne,1998-7-27,Rome,11651,83,M,60,173
78504,Vigiitsa,Vigilant Kapitsa,2006-3-4,Baghdad,41180,80,F,47,170
78505,Gatiful,Beautiful Gauss,2007-1-16,Washington D.C.,36100,187,M,64,182
78506,Goeet,Sweet Gould,1999-3-7,Doha,55543,142,F,45,160
78507,Sutheochial,Xenodochial Sutherland,1996-12-28,Saint George’s,71416,68,F,53,163
78508,Kealds,Torvalds Keen,2008-1-9,Oslo,25527,130,F,52,163
78509,Hamitive,Hamilton Festive,2002-8-9,Ashgabat,24344,181,F,42,155
78510,Dubitive,Festive Dubinsky,1999-3-4,Brasilia,31207,24,M,62,182
78511,Wizabraker,Wizardly Stonebraker,2000-2-28,Tehran,17428,79,F,47,165
78512,Distrkhani,Mirzakhani Distracted,1995-8-14,Antananarivo,8215,104,M,61,176
78513,Pasad,Pasteur Sad,2003-7-16,Paris,26363,61,M,60,183
78514,Canave,Cannon Brave,2004-12-15,Kabul,36098,1,M,60,179
78515,Kepoyant,Kepler Flamboyant,2005-9-9,Havana,38713,44,M,62,180
78516,Focndieck,Focused Grothendieck,2004-1-14,Luanda,14400,5,F,47,165
78517,Fesean,Mclean Festive,1996-2-21,Pyongyang,55048,90,M,65,175
78518,Wippy,Happy Wiles,2006-6-1,Praia,42910,32,M,64,172
78519,Chapver,Clever Chaplygin,2005-3-26,Nassau,37165,12,M,63,174
78520,Almming,Charming Almeida,1998-4-22,Malabo,467,55,M,61,178
78521,Infallemy,Infallible Ptolemy,1996-10-25,Tarawa Atoll,11518,89,F,54,162
78522,Craght,Cranky Wright,2008-8-15,Bishkek,34439,93,F,50,166
78523,Laming,Lamarr Loving,2002-8-22,Abuja,58662,129,F,41,166
78524,Bubha,Busy Bhabha,2003-10-14,Stockholm,6392,169,M,55,175
78525,Dhastic,Dhawan Elastic,1999-10-9,Banjul,56428,63,M,60,170
78526,Objence,Spence Objective,2005-10-15,Amsterdam,5230,125,F,48,170
78527,Adoman,Raman Adoring,1997-11-22,Harare,86033,40,M,58,183
78528,Mastic,Mayer Elastic,1995-9-13,Maseru,58103,97,F,54,156
78529,Bohful,Youthful Bose,2000-4-5,San Jose,78140,41,M,55,177
78530,Agnder,Tender Agnesi,2000-5-25,Abu Dhabi,36210,185,F,41,164
78531,Johave,Brave Johnson,2003-1-24,Helsinki,84645,60,M,55,183
78532,Ptosy,Busy Ptolemy,1995-6-17,Nay Pyi Taw,20728,121,F,49,156
78533,Elezaka,Ishizaka Elegant,2002-1-13,Funafuti province,73399,182,F,44,159
78534,Gifmir,Gifted Shamir,1998-2-17,Asuncion,44407,137,M,59,181
78535,Vigorley,Vigorous Shirley,2005-6-7,Malabo,2454,55,M,55,183
78536,Compbur,Competent Wilbur,2001-9-14,Beirut,61713,96,M,57,178
78537,Focore,Moore Focused,2008-5-12,Seoul,54577,91,F,43,170
78538,Lamcore,Hardcore Lamport,1997-3-19,Bridgetown,48799,15,F,54,162
78539,Tenvaraya,Visvesvaraya Tender,2001-10-7,Asmara,18968,56,M,61,172
78540,Lure,Pare Lucid,1995-10-12,Kuwait City,94486,92,F,44,164
78541,Wiistic,Optimistic Wiles,2001-2-16,Vatican City,73283,191,F,55,158
78542,Johionate,Johnson Affectionate,1999-6-20,Quito,77838,52,M,60,184
78543,Boamy,Boyd Dreamy,2002-4-4,Yaren District,86308,123,F,55,161
78544,Heurndieck,Heuristic Grothendieck,2002-2-16,Montevideo,90461,188,F,48,163
78545,Gracriakova,Gracious Proskuriakova,2006-10-23,Basseterre,13670,146,F,40,156
78546,Flamblis,Flamboyant Ellis,2000-2-16,Nouakchott,70284,111,F,48,163
78547,Compasng,Jang Compassionate,2007-3-23,Luxembourg,74762,102,M,62,171
78548,Cuting,Curie Exciting,2001-4-20,Harare,69445,40,M,64,184
78549,Naptiful,Beautiful Napier,2001-4-5,Moscow,23349,144,M,64,179
78550,Tgry,Hungry Tu,2008-1-1,Quito,73653,52,M,58,182
78551,Helused,Focused Hellman,1997-6-28,Kiev,28730,184,F,55,165
78552,Mcclitiful,Mcclintock Beautiful,2003-6-14,Nouakchott,29755,111,M,59,179
78553,Geroyant,Flamboyant Germain,2008-5-28,Addis Ababa,53073,58,F,43,158
78554,Brahmsionate,Compassionate Brahmagupta,2001-1-19,Tallinn,83704,57,M,64,185
78555,Meind,Meitner Kind,2000-11-6,Dakar,91880,153,F,42,161
78556,Murting,Murdock Exciting,2001-8-2,Cairo,89062,53,F,46,159
78557,Kichie,Ritchie Kind,2000-1-29,Male,26707,107,M,56,184
78558,Joleat,Great Joliot,2007-8-21,Majuro,75318,110,F,49,161
78559,Poinring,Poincare Admiring,2005-3-15,Nicosia,82077,45,M,61,170
78560,Quizamal,Quizzical Elgamal,2001-10-10,Male,57626,107,F,55,161
78561,Torvionate,Affectionate Torvalds,2008-11-22,Rome,33858,83,F,52,169
78562,Blisu,Wu Blissful,2001-4-28,Sanaa,17920,194,M,55,173
78563,Mensionate,Compassionate Mendel,1997-5-27,Havana,68031,44,F,53,169
78564,Detertgen,Roentgen Determined,1996-8-21,Port-Vila,80134,190,F,41,170
78565,Sinoling,Dazzling Sinoussi,1995-10-25,Tirane,46279,2,M,58,183
78566,Maaxed,Mayer Relaxed,2008-2-20,Tripoli,22541,99,M,61,184
78567,Wondklin,Franklin Wonderful,1997-4-14,Vaduz,22035,100,F,48,167
78568,Hahful,Youthful Haibt,2008-12-12,Kiev,28480,184,M,58,173
78569,Ferntic,Fermat Pedantic,2007-3-17,Maputo,88726,120,M,62,176
78570,Wisome,Wiles Awesome,1999-6-7,Doha,63314,142,F,40,169
78571,Sterjee,Stoic Chatterjee,1998-11-11,Lome,2179,176,F,42,162
78572,Wondcoff,Wonderful Wescoff,2007-11-29,Praia,3164,32,F,54,155
78573,Jovande,Jovial Lalande,1996-11-7,Phnom Penh,39969,29,F,46,162
78574,Joing,Musing Jones,2008-3-17,Tokyo,9297,85,F,42,161
78575,Lulman,Lucid Hellman,2003-10-10,London,69294,186,M,63,185
78576,Eltive,Festive Elion,2002-8-13,Yerevan,24677,8,F,48,161
78577,Turffled,Unruffled Turing,2002-12-13,Cape Town,42925,162,M,58,181
78578,Sharsing,Recursing Shannon,2001-4-28,Canberra,8223,9,M,57,182
78579,Fesyer,Festive Mayer,2002-7-17,Bishkek,28115,93,M,60,177
78580,Zlam,Kalam Zen,1999-5-24,Moroni,92976,38,F,40,162
78581,Buder,Busy Snyder,1997-1-22,Manama,95583,13,M,58,178
78582,Aweown,Awesome Brown,1996-6-20,Moscow,47592,144,F,53,166
78583,Kidel,Mendel Kind,1995-3-12,Yerevan,20307,8,M,55,177
78584,Golger,Eager Golick,2000-1-25,N’Djamena,91238,34,M,62,179
78585,Brstine,Goldstine Brave,2005-4-14,San Jose,25342,41,F,40,166
78586,Compashard,Volhard Compassionate,2002-8-1,Ouagadougou,36767,27,M,65,171
78587,Paslly,Pascal Jolly,1997-4-22,Lusaka,17963,195,M,55,179
78588,Moamy,Moore Dreamy,2007-10-5,Sanaa,35563,194,M,63,173
78589,Galndly,Galileo Friendly,2003-3-25,Athens,14486,67,M,59,173
78590,Deternberg,Determined Heisenberg,2008-3-23,Podgorica,41861,118,F,46,169
78591,Boois,Bold Galois,2002-3-21,Cape Town,95535,162,M,56,176
78592,Amakle,Amazing Merkle,2003-5-27,Sarajevo,54683,22,M,55,183
78593,Complam,Kalam Competent,1997-5-16,Saint John’s,11028,6,F,45,169
78594,Margting,Margulis Exciting,2002-4-1,Stockholm,91311,169,M,65,181
78595,Maxted,Elated Maxwell,1995-1-27,N’Djamena,35392,34,M,62,174
78596,Dhand,Kind Dhawan,1995-3-8,Tokyo,26352,85,F,44,158
78597,Babeat,Great Babbage,2004-6-8,Kampala,38973,183,F,47,157
78598,Engeionate,Engelbart Affectionate,2006-10-11,Stockholm,36508,169,M,57,177
78599,Bllous,Zealous Black,1995-2-21,Ramallah,66831,134,F,42,170
78600,Heiseen,Zen Heisenberg,2008-3-29,Praia,81972,32,M,62,183
78601,Borler,Kepler Boring,2005-11-13,Ljubljana,47894,159,F,53,168
78602,Canange,Strange Cannon,2007-10-8,Antananarivo,13716,104,M,65,175
78603,Niitsa,Nifty Kapitsa,2002-11-29,Asmara,95608,56,F,52,168
78604,Banring,Adoring Banach,2005-7-7,Mexico City,55317,113,M,64,181
78605,Buerjee,Busy Chatterjee,2000-8-23,Amsterdam,51496,125,F,55,161
78606,Srf,Sad Cerf,2004-11-6,Cairo,75822,53,F,47,168
78607,Dirsty,Thirsty Dirac,1996-4-23,Kuwait City,31404,92,F,53,167
78608,Varahaeful,Peaceful Varahamihira,2002-5-7,Luxembourg,13977,102,F,43,164
78609,Sutheerful,Wonderful Sutherland,2007-9-17,Havana,91668,44,M,58,173
78610,Khoming,Charming Khorana,2005-7-12,Port-Vila,51716,190,F,43,167
78611,Stryne,Payne Strange,2000-10-24,Yaounde,63366,30,M,64,179
78612,Adonsky,Adoring Dubinsky,2007-7-16,Copenhagen,95538,47,M,58,184
78613,Condessh,Condescending Nash,1998-3-1,Freetown,91157,156,M,57,184
78614,Beld,Bell Bold,2000-8-25,Georgetown,40687,72,M,58,176
78615,Musley,Musing Easley,2001-3-12,Ashgabat,37075,181,F,54,156
78616,Coriakova,Proskuriakova Cool,2002-2-21,London,18104,186,F,47,167
78617,Dreman,Dreamy Raman,2007-2-24,Port Moresby ,18126,136,F,49,159
78618,Heurrmi,Fermi Heuristic,1997-8-29,Oslo,33186,130,F,53,163
78619,Wizaerjee,Wizardly Chatterjee,2006-6-20,Nuku’alofa,91327,177,F,52,162
78620,Magvira,Magical Mahavira,1998-9-28,Nouakchott,58876,111,M,65,184
78621,Deterlton,Determined Hamilton,1999-1-29,Monrovia,60850,98,M,60,183
78622,Neuamy,Dreamy Neumann,2006-3-4,Vatican City,63168,191,F,40,158
78623,Tenler,Keller Tender,2008-12-4,Copenhagen,71139,47,M,58,173
78624,Frieamal,Elgamal Friendly,2000-7-18,Dublin,9390,81,F,43,157
78625,Distraw,Distracted Shaw,2000-10-26,Honiara,51939,160,F,40,162
78626,Sandlous,Sanderson Zealous,2002-12-3,Tirane,71805,2,M,65,171
78627,Stonetiful,Beautiful Stonebraker,2000-8-24,Freetown,54146,156,F,40,166
78628,Strern,Shtern Strange,2008-7-14,Belgrade,56384,154,F,45,164
78629,Hunde,Hungry Ride,2005-2-27,Buenos Aires,33113,7,F,45,167
78630,Joberg,Jolly Goldberg,2002-1-7,Prague,90990,46,M,65,185
78631,Gracttani,Albattani Gracious,2007-3-12,Seoul,55429,91,F,44,168
78632,Vigirland,Vigilant Sutherland,1995-12-17,Taipei,95731,172,F,48,162
78633,Hopnson,Hopeful Johnson,1998-9-5,Tunis,63638,179,M,62,178
78634,Sson,Sad Carson,2001-8-4,Belgrade,78174,154,F,41,159
78635,Elastine,Goldstine Elastic,2000-5-4,Sri Jayewardenepura Kotte,25470,165,F,52,169
78636,Visvesetent,Competent Visvesvaraya,2006-5-2,La Paz,60844,21,M,56,170
78637,Boctive,Objective Booth,2001-11-12,Ashgabat,19624,181,M,64,181
78638,Beazical,Quizzical Beaver,2002-3-1,Ulaanbaatar,47475,117,F,47,162
78639,Frieright,Friendly Cartwright,2003-11-15,Caracas,30212,192,M,55,171
78640,Khooic,Khorana Stoic,1997-11-5,Yaren District,32844,123,M,62,183
78641,Boasser,Bold Goldwasser,1999-5-9,Belgrade,63941,154,M,59,181
78642,Hastic,Elastic Haibt,2006-6-14,Kingstown ,34666,148,F,54,167
78643,Archiistic,Heuristic Archimedes,2003-1-8,Apia,56835,149,F,41,167
78644,Stuputh,Knuth Stupefied,2001-2-16,Tunis,69048,179,M,65,179
78645,Eloqhr,Bohr Eloquent,2008-12-2,Asuncion,20121,137,M,56,173
78646,Persful,Perlman Blissful,2006-3-28,Doha,60384,142,M,61,174
78647,Goleful,Hopeful Golick,2007-7-7,Belgrade,73218,154,F,53,163
78648,Davene,Davinci Serene,2001-2-21,Bridgetown,88633,15,F,53,157
78649,Jauent,Jang Eloquent,2002-10-18,Tegucigalpa,19708,74,M,60,179
78650,Pricles,Wiles Priceless,2000-6-16,Harare,28352,40,F,45,156
78651,Solmined,Solomon Determined,1998-6-1,Belmopan,21291,18,F,40,164
78652,Thntic,Tharp Pedantic,2005-4-29,Brussels,82294,17,M,63,184
78653,Crawin,Darwin Cranky,1999-5-27,San Marino,29433,150,F,52,157
78654,Galeida,Almeida Gallant,2002-7-7,Nicosia,85093,45,M,60,178
78655,Williated,Williamson Agitated,2008-12-5,Asmara,8682,56,F,42,169
